date,user_submitted_review,title,total_purchased,customer_type
6/20/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
5/24/19,OK,Fundamentals of R For Beginners,2,Business
4/3/19,Would not recommend,Fundamentals of R For Beginners,2,Business
6/16/19,The author's other books were better,R For Dummies,9,Individual
7/28/19,it was okay,R For Dummies,5,Business
5/26/19,NA,Fundamentals of R For Beginners,2,Business
9/23/19,OK,R vs Python: An Essay,6,Business
11/1/19,NA,Fundamentals of R For Beginners,4,Business
7/3/19,OK,Fundamentals of R For Beginners,7,Individual
1/15/19,A lot of material was not needed,R vs Python: An Essay,4,Business
1/15/19,Awesome!,Fundamentals of R For Beginners,5,Individual
12/23/19,Never read a better book,R For Dummies,2,Individual
4/19/19,it was okay,R For Dummies,5,Business
10/19/19,,R vs Python: An Essay,5,Business
9/13/19,I learned a lot,Fundamentals of R For Beginners,3,Business
7/27/19,Awesome!,R vs Python: An Essay,2,Business
8/14/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
6/29/19,I learned a lot,R vs Python: An Essay,0,Business
6/26/19,Awesome!,R vs Python: An Essay,3,Individual
12/19/19,,R vs Python: An Essay,0,Individual
6/25/19,OK,Fundamentals of R For Beginners,5,Business
12/21/19,OK,R vs Python: An Essay,2,Individual
8/21/19,OK,Fundamentals of R For Beginners,3,Business
1/23/19,Never read a better book,R vs Python: An Essay,4,Business
9/3/19,,Secrets Of R For Advanced Students,2,Business
9/25/19,,R vs Python: An Essay,5,Individual
3/2/19,it was okay,R For Dummies,5,Business
11/8/19,OK,Top 10 Mistakes R Beginners Make,2,Individual
7/16/19,The author's other books were better,R For Dummies,8,Business
7/22/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
2/12/19,I learned a lot,Fundamentals of R For Beginners,5,Business
7/30/19,Hated it,Fundamentals of R For Beginners,5,Business
10/20/19,,Fundamentals of R For Beginners,3,Business
10/25/19,Would not recommend,Secrets Of R For Advanced Students,5,Business
6/16/19,Awesome!,R For Dummies,6,Business
11/17/19,I learned a lot,Fundamentals of R For Beginners,4,Business
10/20/19,Awesome!,R For Dummies,4,Business
3/29/19,Hated it,R For Dummies,4,Business
3/7/19,OK,Secrets Of R For Advanced Students,3,Business
12/1/19,it was okay,Secrets Of R For Advanced Students,3,Individual
1/14/19,Would not recommend,Fundamentals of R For Beginners,4,Business
3/15/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
5/26/19,Awesome!,Fundamentals of R For Beginners,2,Business
1/19/19,Hated it,Fundamentals of R For Beginners,NA,Business
11/26/19,Never read a better book,Fundamentals of R For Beginners,5,Business
2/1/19,NA,R For Dummies,6,Business
1/2/19,I learned a lot,R vs Python: An Essay,4,Business
8/25/19,Would not recommend,R For Dummies,4,Business
9/7/19,Would not recommend,R For Dummies,4,Individual
2/23/19,OK,R For Dummies,9,Business
10/10/19,Never read a better book,Fundamentals of R For Beginners,4,Business
11/7/19,I learned a lot,R For Dummies,5,Individual
5/18/19,Never read a better book,R For Dummies,NA,Individual
9/22/19,Never read a better book,Fundamentals of R For Beginners,2,Business
1/12/19,it was okay,R vs Python: An Essay,2,Individual
11/15/19,Would not recommend,R For Dummies,NA,Business
7/26/19,Hated it,Secrets Of R For Advanced Students,4,Business
7/21/19,Would not recommend,Secrets Of R For Advanced Students,6,Business
6/8/19,A lot of material was not needed,Secrets Of R For Advanced Students,5,Business
1/31/19,NA,R For Dummies,4,Business
1/18/19,Would not recommend,Secrets Of R For Advanced Students,4,Business
4/28/19,OK,Fundamentals of R For Beginners,2,Business
7/19/19,Hated it,Secrets Of R For Advanced Students,NA,Business
4/10/19,The author's other books were better,R vs Python: An Essay,3,Business
7/5/19,Hated it,Fundamentals of R For Beginners,3,Business
4/20/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
12/13/19,NA,Top 10 Mistakes R Beginners Make,1,Individual
3/26/19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
6/11/19,NA,Fundamentals of R For Beginners,2,Business
4/11/19,Would not recommend,R For Dummies,2,Business
9/13/19,I learned a lot,R For Dummies,9,Business
5/31/19,A lot of material was not needed,Top 10 Mistakes R Beginners Make,5,Business
12/29/19,Hated it,Fundamentals of R For Beginners,6,Business
9/19/19,Awesome!,R For Dummies,6,Individual
4/17/19,Hated it,Fundamentals of R For Beginners,7,Business
9/24/19,it was okay,Secrets Of R For Advanced Students,3,Individual
2/14/19,The author's other books were better,R For Dummies,1,Individual
10/9/19,The author's other books were better,R For Dummies,NA,Business
11/7/19,Hated it,R For Dummies,NA,Business
8/31/19,I learned a lot,Fundamentals of R For Beginners,4,Business
9/19/19,I learned a lot,R For Dummies,4,Individual
5/6/19,,Fundamentals of R For Beginners,2,Individual
1/24/19,A lot of material was not needed,R For Dummies,2,Business
12/24/19,I learned a lot,Fundamentals of R For Beginners,1,Business
6/25/19,A lot of material was not needed,R For Dummies,4,Individual
11/29/19,,Fundamentals of R For Beginners,6,Business
7/13/19,it was okay,Secrets Of R For Advanced Students,6,Individual
3/23/19,The author's other books were better,Fundamentals of R For Beginners,6,Individual
8/7/19,Awesome!,R vs Python: An Essay,3,Business
10/21/19,I learned a lot,R For Dummies,0,Business
5/19/19,Would not recommend,R For Dummies,2,Business
12/23/19,Would not recommend,R For Dummies,5,Business
1/4/19,The author's other books were better,R vs Python: An Essay,5,Business
7/1/19,it was okay,R For Dummies,3,Business
5/6/19,A lot of material was not needed,Secrets Of R For Advanced Students,7,Business
5/20/19,Hated it,Fundamentals of R For Beginners,2,Business
10/21/19,Awesome!,R For Dummies,3,Business
5/6/19,Never read a better book,R vs Python: An Essay,4,Business
4/18/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
6/15/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
1/14/19,I learned a lot,R For Dummies,8,Business
10/29/19,Never read a better book,R For Dummies,NA,Business
4/12/19,,R vs Python: An Essay,4,Individual
4/25/19,it was okay,Fundamentals of R For Beginners,NA,Individual
4/15/19,NA,R For Dummies,NA,Individual
1/11/19,I learned a lot,R For Dummies,NA,Business
4/19/19,Awesome!,Secrets Of R For Advanced Students,8,Business
6/16/19,I learned a lot,Secrets Of R For Advanced Students,3,Business
7/13/19,Awesome!,Fundamentals of R For Beginners,2,Business
11/22/19,A lot of material was not needed,R vs Python: An Essay,5,Individual
5/8/19,The author's other books were better,R vs Python: An Essay,NA,Business
8/30/19,Hated it,Secrets Of R For Advanced Students,5,Individual
5/3/19,Would not recommend,Fundamentals of R For Beginners,4,Business
8/4/19,OK,R vs Python: An Essay,5,Individual
8/29/19,A lot of material was not needed,R For Dummies,0,Business
2/15/19,,Fundamentals of R For Beginners,5,Business
12/18/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
1/23/19,it was okay,R For Dummies,5,Individual
8/23/19,OK,Top 10 Mistakes R Beginners Make,7,Business
8/1/19,A lot of material was not needed,R For Dummies,4,Business
5/17/19,NA,Fundamentals of R For Beginners,4,Business
10/18/19,I learned a lot,Fundamentals of R For Beginners,5,Business
12/12/19,NA,Fundamentals of R For Beginners,2,Individual
8/4/19,Awesome!,Secrets Of R For Advanced Students,5,Individual
2/11/19,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
5/22/19,Never read a better book,R vs Python: An Essay,2,Individual
8/14/19,Hated it,Fundamentals of R For Beginners,6,Business
11/20/19,Awesome!,Fundamentals of R For Beginners,7,Individual
3/16/19,Hated it,Fundamentals of R For Beginners,NA,Business
10/9/19,NA,Fundamentals of R For Beginners,3,Business
4/6/19,The author's other books were better,Secrets Of R For Advanced Students,4,Individual
9/27/19,it was okay,Fundamentals of R For Beginners,7,Business
9/23/19,it was okay,R For Dummies,2,Business
2/26/19,Never read a better book,R vs Python: An Essay,4,Business
12/16/19,Awesome!,R vs Python: An Essay,1,Business
10/24/19,Hated it,R For Dummies,4,Business
8/12/19,Awesome!,Fundamentals of R For Beginners,1,Business
7/18/19,Would not recommend,R vs Python: An Essay,2,Business
3/11/19,Would not recommend,R For Dummies,5,Business
7/17/19,it was okay,Fundamentals of R For Beginners,4,Business
10/27/19,The author's other books were better,R For Dummies,6,Individual
12/30/19,The author's other books were better,R For Dummies,7,Business
12/17/19,The author's other books were better,R For Dummies,1,Individual
2/10/19,,R For Dummies,2,Business
2/8/19,The author's other books were better,R For Dummies,3,Individual
7/19/19,it was okay,Fundamentals of R For Beginners,3,Business
6/26/19,I learned a lot,R For Dummies,8,Individual
12/29/19,,R vs Python: An Essay,5,Business
7/14/19,it was okay,Fundamentals of R For Beginners,6,Business
3/31/19,it was okay,Top 10 Mistakes R Beginners Make,NA,Individual
6/20/19,,R For Dummies,1,Business
5/29/19,Hated it,Fundamentals of R For Beginners,NA,Business
10/13/19,,Secrets Of R For Advanced Students,6,Business
3/25/19,I learned a lot,R vs Python: An Essay,2,Business
5/3/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
1/2/19,it was okay,R For Dummies,5,Business
12/23/19,Awesome!,R For Dummies,4,Individual
3/5/19,it was okay,R For Dummies,3,Business
7/22/19,Hated it,R For Dummies,NA,Business
9/9/19,,Fundamentals of R For Beginners,5,Business
12/22/19,OK,Fundamentals of R For Beginners,3,Business
6/7/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
7/8/19,The author's other books were better,Secrets Of R For Advanced Students,3,Individual
7/26/19,OK,R For Dummies,4,Business
6/6/19,Awesome!,R vs Python: An Essay,NA,Business
12/26/19,OK,R vs Python: An Essay,4,Business
8/9/19,it was okay,Secrets Of R For Advanced Students,4,Business
12/23/19,it was okay,R For Dummies,NA,Individual
9/30/19,A lot of material was not needed,R For Dummies,3,Business
8/4/19,Would not recommend,Fundamentals of R For Beginners,5,Business
8/30/19,Hated it,R For Dummies,1,Business
5/27/19,NA,R For Dummies,NA,Individual
8/15/19,Would not recommend,R vs Python: An Essay,3,Individual
9/6/19,The author's other books were better,R vs Python: An Essay,NA,Business
7/6/19,NA,R vs Python: An Essay,NA,Business
12/31/19,I learned a lot,R vs Python: An Essay,5,Business
5/16/19,The author's other books were better,R vs Python: An Essay,4,Individual
5/5/19,Hated it,R For Dummies,NA,Business
12/29/19,Awesome!,R For Dummies,7,Individual
6/29/19,NA,Fundamentals of R For Beginners,1,Individual
2/8/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Individual
1/12/19,OK,R For Dummies,3,Business
6/25/19,it was okay,R vs Python: An Essay,3,Individual
3/7/19,Never read a better book,Fundamentals of R For Beginners,6,Business
2/25/19,The author's other books were better,R vs Python: An Essay,3,Business
6/21/19,Would not recommend,R vs Python: An Essay,4,Individual
9/23/19,Never read a better book,Fundamentals of R For Beginners,3,Business
4/2/19,NA,R For Dummies,NA,Business
10/2/19,Would not recommend,R vs Python: An Essay,4,Individual
8/30/19,OK,Fundamentals of R For Beginners,NA,Individual
10/3/19,Hated it,R For Dummies,3,Business
10/12/19,A lot of material was not needed,R vs Python: An Essay,4,Business
10/19/19,The author's other books were better,Fundamentals of R For Beginners,6,Individual
4/2/19,Never read a better book,R vs Python: An Essay,6,Business
1/25/19,The author's other books were better,R vs Python: An Essay,NA,Business
5/7/19,NA,R For Dummies,NA,Business
6/26/19,Never read a better book,R For Dummies,2,Business
8/20/19,NA,R For Dummies,5,Individual
12/13/19,I learned a lot,R For Dummies,3,Business
2/24/19,it was okay,R For Dummies,NA,Business
12/22/19,,Fundamentals of R For Beginners,6,Business
9/21/19,I learned a lot,R For Dummies,NA,Business
5/15/19,OK,R For Dummies,4,Individual
11/3/19,OK,R For Dummies,7,Business
7/4/19,Would not recommend,R vs Python: An Essay,1,Business
1/24/19,,Fundamentals of R For Beginners,3,Business
12/31/19,OK,R Made Easy,8,Individual
8/23/19,The author's other books were better,R vs Python: An Essay,3,Individual
12/14/19,,R For Dummies,3,Business
6/29/19,Awesome!,Fundamentals of R For Beginners,5,Individual
3/27/19,I learned a lot,Secrets Of R For Advanced Students,NA,Business
10/14/19,Hated it,Fundamentals of R For Beginners,4,Business
12/21/19,Hated it,R vs Python: An Essay,4,Business
10/18/19,Would not recommend,Fundamentals of R For Beginners,1,Individual
10/8/19,Awesome!,R vs Python: An Essay,4,Individual
5/13/19,A lot of material was not needed,R For Dummies,2,Business
10/27/19,OK,Fundamentals of R For Beginners,NA,Business
11/27/19,,R vs Python: An Essay,6,Individual
7/31/19,The author's other books were better,Secrets Of R For Advanced Students,7,Individual
1/20/19,Would not recommend,Fundamentals of R For Beginners,5,Business
1/12/19,Awesome!,R For Dummies,3,Individual
8/22/19,OK,Fundamentals of R For Beginners,3,Business
10/15/19,NA,R For Dummies,3,Individual
7/28/19,NA,Fundamentals of R For Beginners,2,Individual
12/15/19,Awesome!,Fundamentals of R For Beginners,5,Business
6/20/19,NA,Secrets Of R For Advanced Students,1,Business
1/4/19,Hated it,Fundamentals of R For Beginners,1,Business
7/25/19,Would not recommend,R For Dummies,7,Business
12/22/19,NA,R For Dummies,6,Business
1/11/19,it was okay,Fundamentals of R For Beginners,7,Individual
5/6/19,NA,Secrets Of R For Advanced Students,NA,Individual
9/29/19,,R vs Python: An Essay,NA,Business
10/8/19,I learned a lot,Fundamentals of R For Beginners,5,Business
3/27/19,Awesome!,R For Dummies,2,Business
7/10/19,Would not recommend,R For Dummies,3,Business
7/12/19,Hated it,R For Dummies,3,Business
8/28/19,Would not recommend,Secrets Of R For Advanced Students,1,Business
10/25/19,I learned a lot,Fundamentals of R For Beginners,5,Individual
11/16/19,,Fundamentals of R For Beginners,3,Business
2/13/19,,Fundamentals of R For Beginners,5,Business
6/11/19,The author's other books were better,R For Dummies,NA,Business
5/31/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
6/4/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
11/16/19,Never read a better book,R For Dummies,NA,Individual
11/26/19,NA,Secrets Of R For Advanced Students,1,Business
11/27/19,OK,R vs Python: An Essay,3,Individual
7/29/19,Awesome!,Fundamentals of R For Beginners,3,Business
4/3/19,I learned a lot,Fundamentals of R For Beginners,2,Individual
5/4/19,Never read a better book,R vs Python: An Essay,2,Individual
6/22/19,Hated it,R For Dummies,5,Business
11/2/19,Hated it,Secrets Of R For Advanced Students,4,Business
3/25/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
11/23/19,Awesome!,Secrets Of R For Advanced Students,NA,Business
11/23/19,it was okay,R For Dummies,6,Individual
7/21/19,NA,R For Dummies,2,Business
12/24/19,OK,R vs Python: An Essay,2,Individual
10/13/19,OK,R For Dummies,7,Individual
6/23/19,,Secrets Of R For Advanced Students,5,Business
11/18/19,Would not recommend,R vs Python: An Essay,2,Individual
5/4/19,I learned a lot,Fundamentals of R For Beginners,4,Business
9/30/19,Hated it,Fundamentals of R For Beginners,3,Business
8/7/19,NA,R For Dummies,3,Individual
8/5/19,A lot of material was not needed,R For Dummies,3,Business
6/24/19,it was okay,R For Dummies,5,Business
3/26/19,Hated it,Secrets Of R For Advanced Students,4,Individual
10/4/19,,Fundamentals of R For Beginners,4,Individual
10/15/19,The author's other books were better,R For Dummies,NA,Business
7/3/19,,Secrets Of R For Advanced Students,4,Business
12/7/19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
7/15/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
8/21/19,I learned a lot,R For Dummies,1,Individual
4/12/19,,R For Dummies,7,Individual
2/14/19,Hated it,R vs Python: An Essay,5,Business
1/15/19,I learned a lot,Fundamentals of R For Beginners,2,Business
5/31/19,Would not recommend,R For Dummies,3,Individual
9/16/19,The author's other books were better,R vs Python: An Essay,5,Business
7/20/19,Never read a better book,Secrets Of R For Advanced Students,8,Business
12/15/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
10/13/19,OK,Fundamentals of R For Beginners,3,Individual
6/22/19,,R For Dummies,3,Individual
6/5/19,Awesome!,Top 10 Mistakes R Beginners Make,6,Individual
2/7/19,A lot of material was not needed,R For Dummies,2,Business
7/5/19,NA,R vs Python: An Essay,4,Business
5/6/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
11/1/19,Awesome!,R For Dummies,3,Business
9/4/19,I learned a lot,Fundamentals of R For Beginners,7,Individual
4/3/19,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
7/4/19,,R vs Python: An Essay,NA,Business
11/2/19,,R For Dummies,5,Business
12/28/19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
8/6/19,Hated it,R For Dummies,2,Individual
9/17/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
5/25/19,I learned a lot,Secrets Of R For Advanced Students,2,Business
6/11/19,Would not recommend,Fundamentals of R For Beginners,5,Business
7/8/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
1/16/19,Hated it,Secrets Of R For Advanced Students,4,Business
11/18/19,A lot of material was not needed,R For Dummies,1,Business
3/23/19,it was okay,R For Dummies,1,Individual
1/23/19,,Secrets Of R For Advanced Students,6,Business
3/27/19,Never read a better book,Fundamentals of R For Beginners,4,Business
6/11/19,NA,R For Dummies,2,Business
5/16/19,Awesome!,R vs Python: An Essay,NA,Business
12/12/19,Awesome!,Fundamentals of R For Beginners,3,Business
1/18/19,A lot of material was not needed,R vs Python: An Essay,11,Business
2/3/19,NA,R For Dummies,7,Individual
11/23/19,Hated it,R For Dummies,NA,Business
12/31/19,Hated it,R vs Python: An Essay,2,Individual
10/18/19,I learned a lot,R For Dummies,6,Business
11/15/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2/27/19,Hated it,Secrets Of R For Advanced Students,5,Business
10/24/19,Hated it,Fundamentals of R For Beginners,2,Business
1/23/19,I learned a lot,R vs Python: An Essay,6,Business
11/4/19,,Fundamentals of R For Beginners,4,Business
6/10/19,Awesome!,R For Dummies,NA,Individual
10/7/19,it was okay,R vs Python: An Essay,4,Business
9/7/19,Hated it,R For Dummies,7,Business
12/12/19,it was okay,R vs Python: An Essay,4,Business
10/21/19,I learned a lot,Secrets Of R For Advanced Students,NA,Business
9/19/19,NA,R vs Python: An Essay,7,Business
4/14/19,it was okay,R vs Python: An Essay,NA,Business
4/14/19,OK,Fundamentals of R For Beginners,3,Business
5/13/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Individual
4/13/19,The author's other books were better,R For Dummies,7,Business
5/18/19,Would not recommend,R For Dummies,2,Individual
1/2/19,Never read a better book,R For Dummies,4,Business
8/23/19,I learned a lot,R For Dummies,NA,Business
7/21/19,I learned a lot,Top 10 Mistakes R Beginners Make,3,Individual
4/15/19,it was okay,Fundamentals of R For Beginners,7,Individual
12/10/19,OK,Secrets Of R For Advanced Students,1,Business
5/4/19,,R For Dummies,4,Business
11/27/19,Never read a better book,R vs Python: An Essay,2,Individual
2/19/19,Awesome!,R For Dummies,4,Business
5/2/19,,Secrets Of R For Advanced Students,6,Business
12/13/19,Would not recommend,Fundamentals of R For Beginners,3,Individual
12/7/19,Hated it,Fundamentals of R For Beginners,1,Business
7/6/19,it was okay,Secrets Of R For Advanced Students,0,Individual
11/20/19,Would not recommend,Fundamentals of R For Beginners,6,Business
8/2/19,Never read a better book,R vs Python: An Essay,7,Business
2/5/19,OK,R For Dummies,5,Business
9/1/19,NA,Fundamentals of R For Beginners,4,Individual
8/31/19,OK,Fundamentals of R For Beginners,4,Business
4/8/19,OK,R For Dummies,3,Individual
5/22/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
7/4/19,Never read a better book,Secrets Of R For Advanced Students,6,Individual
3/14/19,Would not recommend,Top 10 Mistakes R Beginners Make,2,Business
3/16/19,,Fundamentals of R For Beginners,5,Individual
2/18/19,Never read a better book,R vs Python: An Essay,3,Business
9/8/19,Would not recommend,R vs Python: An Essay,3,Business
5/18/19,Hated it,R For Dummies,2,Business
7/7/19,I learned a lot,Fundamentals of R For Beginners,1,Business
4/19/19,The author's other books were better,R For Dummies,NA,Individual
8/25/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
1/3/19,The author's other books were better,R For Dummies,1,Individual
6/24/19,Awesome!,R For Dummies,2,Individual
5/17/19,NA,R For Dummies,5,Business
4/6/19,,Fundamentals of R For Beginners,3,Business
11/11/19,Never read a better book,Fundamentals of R For Beginners,4,Individual
12/12/19,I learned a lot,R For Dummies,4,Business
6/23/19,,R For Dummies,6,Individual
5/23/19,I learned a lot,R For Dummies,3,Business
8/24/19,,R For Dummies,7,Business
8/1/19,I learned a lot,Fundamentals of R For Beginners,2,Individual
6/11/19,OK,Fundamentals of R For Beginners,4,Business
1/3/19,I learned a lot,Fundamentals of R For Beginners,4,Business
10/20/19,Hated it,Fundamentals of R For Beginners,2,Business
11/26/19,Never read a better book,Fundamentals of R For Beginners,8,Business
9/3/19,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
8/4/19,OK,R For Dummies,2,Business
8/25/19,OK,R vs Python: An Essay,4,Business
10/25/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
4/24/19,OK,R For Dummies,4,Individual
1/21/19,it was okay,Fundamentals of R For Beginners,3,Business
1/4/19,The author's other books were better,R vs Python: An Essay,3,Individual
12/18/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
3/1/19,OK,R vs Python: An Essay,3,Business
10/9/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Individual
12/22/19,,Fundamentals of R For Beginners,NA,Individual
9/2/19,Hated it,Secrets Of R For Advanced Students,4,Business
1/26/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
4/5/19,Never read a better book,Fundamentals of R For Beginners,4,Business
6/4/19,I learned a lot,R For Dummies,3,Business
4/21/19,Hated it,R vs Python: An Essay,5,Business
10/30/19,I learned a lot,R For Dummies,NA,Business
4/6/19,,Fundamentals of R For Beginners,1,Business
10/20/19,Never read a better book,Fundamentals of R For Beginners,3,Business
6/18/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
12/1/19,OK,Fundamentals of R For Beginners,5,Individual
6/29/19,,Fundamentals of R For Beginners,5,Individual
9/2/19,The author's other books were better,R For Dummies,3,Business
11/5/19,The author's other books were better,R vs Python: An Essay,6,Business
7/28/19,Never read a better book,Fundamentals of R For Beginners,5,Individual
7/27/19,Never read a better book,Fundamentals of R For Beginners,3,Individual
2/12/19,Awesome!,R For Dummies,3,Business
11/9/19,I learned a lot,R vs Python: An Essay,5,Individual
8/10/19,Never read a better book,R vs Python: An Essay,4,Business
10/7/19,OK,R For Dummies,2,Business
8/22/19,The author's other books were better,R For Dummies,6,Individual
10/12/19,Would not recommend,R vs Python: An Essay,2,Individual
11/11/19,Never read a better book,Fundamentals of R For Beginners,6,Business
12/24/19,Would not recommend,R vs Python: An Essay,1,Business
1/9/19,NA,Fundamentals of R For Beginners,NA,Business
7/29/19,OK,Secrets Of R For Advanced Students,NA,Business
2/22/19,The author's other books were better,Fundamentals of R For Beginners,5,Business
5/24/19,I learned a lot,Fundamentals of R For Beginners,2,Business
10/28/19,Never read a better book,Fundamentals of R For Beginners,7,Business
7/20/19,,R vs Python: An Essay,6,Individual
2/23/19,Hated it,Secrets Of R For Advanced Students,3,Business
11/14/19,The author's other books were better,R For Dummies,1,Business
3/26/19,OK,Top 10 Mistakes R Beginners Make,4,Business
5/30/19,Never read a better book,R For Dummies,4,Individual
1/29/19,,R vs Python: An Essay,5,Individual
7/18/19,Awesome!,Fundamentals of R For Beginners,2,Individual
12/2/19,Awesome!,Fundamentals of R For Beginners,NA,Business
5/12/19,The author's other books were better,R For Dummies,3,Individual
3/24/19,,R vs Python: An Essay,2,Business
7/27/19,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
4/7/19,OK,R vs Python: An Essay,NA,Business
10/26/19,NA,R For Dummies,2,Individual
6/30/19,Awesome!,Fundamentals of R For Beginners,4,Business
4/22/19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
1/1/19,A lot of material was not needed,R vs Python: An Essay,NA,Business
10/1/19,Would not recommend,Top 10 Mistakes R Beginners Make,3,Business
5/19/19,I learned a lot,Secrets Of R For Advanced Students,7,Individual
1/9/19,OK,Fundamentals of R For Beginners,NA,Individual
6/13/19,Hated it,R For Dummies,2,Business
9/15/19,OK,R vs Python: An Essay,NA,Individual
4/30/19,Would not recommend,R For Dummies,NA,Business
7/14/19,OK,R For Dummies,NA,Individual
4/9/19,Would not recommend,Fundamentals of R For Beginners,3,Business
7/12/19,Would not recommend,Fundamentals of R For Beginners,NA,Individual
3/11/19,Awesome!,Fundamentals of R For Beginners,5,Business
5/26/19,it was okay,Fundamentals of R For Beginners,5,Business
5/17/19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
8/8/19,OK,R For Dummies,NA,Business
7/19/19,OK,Secrets Of R For Advanced Students,5,Individual
5/14/19,I learned a lot,R vs Python: An Essay,4,Individual
2/28/19,NA,R For Dummies,4,Business
10/5/19,OK,R For Dummies,3,Business
8/8/19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
12/23/19,Would not recommend,R For Dummies,6,Business
12/16/19,The author's other books were better,R For Dummies,2,Individual
5/19/19,Awesome!,R For Dummies,8,Business
10/2/19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
12/31/19,Awesome!,R For Dummies,11,Business
10/29/19,,Secrets Of R For Advanced Students,10,Individual
12/10/19,Hated it,R For Dummies,6,Individual
12/27/19,Hated it,Fundamentals of R For Beginners,10,Individual
4/12/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
11/18/19,,R For Dummies,4,Individual
9/17/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
6/26/19,Never read a better book,Fundamentals of R For Beginners,8,Business
8/24/19,it was okay,Secrets Of R For Advanced Students,7,Business
10/27/19,Would not recommend,R vs Python: An Essay,6,Business
4/7/19,OK,Secrets Of R For Advanced Students,2,Business
3/22/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
1/28/19,I learned a lot,Fundamentals of R For Beginners,6,Business
4/7/19,The author's other books were better,Fundamentals of R For Beginners,7,Business
9/2/19,Would not recommend,Secrets Of R For Advanced Students,4,Business
12/16/19,The author's other books were better,Fundamentals of R For Beginners,1,Business
4/18/19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
7/28/19,Hated it,Secrets Of R For Advanced Students,6,Business
9/22/19,A lot of material was not needed,Secrets Of R For Advanced Students,0,Business
8/18/19,Never read a better book,R For Dummies,5,Business
1/19/19,OK,R For Dummies,1,Business
10/4/19,it was okay,R vs Python: An Essay,2,Business
1/24/19,NA,R For Dummies,7,Business
3/16/19,Awesome!,Fundamentals of R For Beginners,NA,Business
11/15/19,Never read a better book,Secrets Of R For Advanced Students,3,Individual
4/5/19,NA,R For Dummies,4,Business
12/25/19,I learned a lot,Secrets Of R For Advanced Students,2,Business
5/1/19,Awesome!,R For Dummies,2,Business
9/14/19,Awesome!,R For Dummies,5,Business
2/18/19,it was okay,R For Dummies,5,Individual
2/9/19,I learned a lot,R vs Python: An Essay,3,Business
4/22/19,Would not recommend,R For Dummies,6,Business
8/20/19,Never read a better book,Secrets Of R For Advanced Students,3,Individual
12/23/19,OK,Secrets Of R For Advanced Students,7,Business
6/29/19,Hated it,R For Dummies,4,Business
11/29/19,A lot of material was not needed,R For Dummies,NA,Business
3/10/19,Would not recommend,R For Dummies,3,Individual
7/18/19,it was okay,Fundamentals of R For Beginners,4,Individual
8/18/19,OK,Fundamentals of R For Beginners,6,Business
6/17/19,Awesome!,Top 10 Mistakes R Beginners Make,4,Business
9/14/19,Never read a better book,Fundamentals of R For Beginners,4,Individual
4/14/19,The author's other books were better,R vs Python: An Essay,7,Business
4/20/19,Would not recommend,R For Dummies,6,Business
10/25/19,Hated it,Fundamentals of R For Beginners,7,Business
8/9/19,Awesome!,R vs Python: An Essay,6,Business
6/22/19,Would not recommend,Fundamentals of R For Beginners,6,Business
